Project_ID,Employee_ID,Similarity_Score,Rank,Department,Years_Experience,Location_Employee,Client_Name,Location_Project,Status,Required_Skills,Location_Match,Experience_Level,Similarity_Category,Recommendation_Strength
P327,E1017,0.5791041181696491,2,Software Development,14.8,Pune,Chung-Alvarez,Delhi,Closed,tensorflow penetration testing devops practices,False,Expert,Medium,Good
P327,E1092,0.5394191154815031,3,Cloud Engineering,4.4,Mumbai,Chung-Alvarez,Delhi,Closed,tensorflow penetration testing devops practices,False,Mid-Level,Medium,Good
P327,E332,0.4981112810424694,4,Cybersecurity,6.2,Pune,Chung-Alvarez,Delhi,Closed,tensorflow penetration testing devops practices,False,Mid-Level,Medium,Good
P327,E632,0.49587800291312495,5,Cybersecurity,3.3,Delhi,Chung-Alvarez,Delhi,Closed,tensorflow penetration testing devops practices,True,Mid-Level,Medium,Good
P363,E842,0.7151227678809873,1,Software Development,3.3,Delhi,"Banks, Johnson and Branch",Mumbai,Open,graphql incident response rest apis,False,Mid-Level,High,Good
P363,E138,0.5788750510913806,2,Data Science,7.4,Chennai,"Banks, Johnson and Branch",Mumbai,Open,graphql incident response rest apis,False,Senior,Medium,Good
P363,E195,0.5575473597535976,3,Cloud Engineering,4.6,Pune,"Banks, Johnson and Branch",Mumbai,Open,graphql incident response rest apis,False,Mid-Level,Medium,Good
P363,E499,0.5476696877056647,4,Cybersecurity,6.5,Chennai,"Banks, Johnson and Branch",Mumbai,Open,graphql incident response rest apis,False,Mid-Level,Medium,Good
P363,E933,0.5132038909201814,5,Software Development,10.5,Chennai,"Banks, Johnson and Branch",Mumbai,Open,graphql incident response rest apis,False,Senior,Medium,Good
P379,E809,0.5402959917431053,1,AI Research,11.5,Mumbai,"Johnson, Jefferson and Sanchez",Pune,Open,java mobile development incident response,False,Senior,Medium,Good
P379,E394,0.4986051122461955,2,Cybersecurity,7.6,Delhi,"Johnson, Jefferson and Sanchez",Pune,Open,java mobile development incident response,False,Senior,Medium,Good
P379,E164,0.48203392491732866,3,Software Development,6.9,Pune,"Johnson, Jefferson and Sanchez",Pune,Open,java mobile development incident response,True,Mid-Level,Medium,Good
P379,E314,0.47949609786719327,4,AI Research,14.3,Delhi,"Johnson, Jefferson and Sanchez",Pune,Open,java mobile development incident response,False,Expert,Medium,Good
P379,E763,0.47626896722472556,5,Data Science,5.6,Delhi,"Johnson, Jefferson and Sanchez",Pune,Open,java mobile development incident response,False,Mid-Level,Medium,Good
P313,E189,0.7974943317854163,1,DevOps,4.1,Pune,Hanna Inc,Mumbai,Closed,nosql devops practices sql database management,False,Mid-Level,High,Good
P313,E950,0.7668156200163301,2,AI Research,9.0,Mumbai,Hanna Inc,Mumbai,Closed,nosql devops practices sql database management,True,Senior,High,Strong
P313,E743,0.7579763405611271,3,Data Science,14.9,Pune,Hanna Inc,Mumbai,Closed,nosql devops practices sql database management,False,Expert,High,Good
P313,E562,0.7237567955518719,4,Cybersecurity,11.8,Chennai,Hanna Inc,Mumbai,Closed,nosql devops practices sql database management,False,Senior,High,Good
P313,E724,0.7133368334700231,5,DevOps,8.2,Delhi,Hanna Inc,Mumbai,Closed,nosql devops practices sql database management,False,Senior,High,Good
P302,E735,0.5944448113706053,1,Software Development,5.9,Chennai,"Cunningham, Anderson and Fernandez",Pune,Open,cloud security container orchestration python,False,Mid-Level,Medium,Good
P302,E548,0.5914049168299568,2,Cloud Engineering,3.3,Pune,"Cunningham, Anderson and Fernandez",Pune,Open,cloud security container orchestration python,True,Mid-Level,Medium,Good
P302,E1038,0.5231801165489508,3,Cybersecurity,3.2,Mumbai,"Cunningham, Anderson and Fernandez",Pune,Open,cloud security container orchestration python,False,Mid-Level,Medium,Good
P302,E123,0.5222813319532457,4,AI Research,13.1,Delhi,"Cunningham, Anderson and Fernandez",Pune,Open,cloud security container orchestration python,False,Expert,Medium,Good
P302,E251,0.5060539418214732,5,DevOps,9.8,Pune,"Cunningham, Anderson and Fernandez",Pune,Open,cloud security container orchestration python,True,Senior,Medium,Good
P371,E536,0.658600375649076,1,Cloud Engineering,10.4,Mumbai,"Smith, Reid and Hernandez",Mumbai,Open,healthcare analytics data governance agile,True,Senior,High,Strong
P371,E227,0.5476339837817323,2,Data Science,14.7,Chennai,"Smith, Reid and Hernandez",Mumbai,Open,healthcare analytics data governance agile,False,Expert,Medium,Good
P371,E699,0.5244184544223109,3,Data Science,13.6,Mumbai,"Smith, Reid and Hernandez",Mumbai,Open,healthcare analytics data governance agile,True,Expert,Medium,Good
P371,E585,0.5046262215488848,4,Software Development,6.0,Pune,"Smith, Reid and Hernandez",Mumbai,Open,healthcare analytics data governance agile,False,Mid-Level,Medium,Good
P371,E822,0.4920002131038597,5,Cybersecurity,14.0,Chennai,"Smith, Reid and Hernandez",Mumbai,Open,healthcare analytics data governance agile,False,Expert,Medium,Good
P336,E950,0.7435663709659268,1,AI Research,9.0,Mumbai,"Lee, Berry and Li",Delhi,Closed,nosql database management sql data quality management,False,Senior,High,Good
P336,E767,0.738834119202507,2,Data Science,11.7,Delhi,"Lee, Berry and Li",Delhi,Closed,nosql database management sql data quality management,True,Senior,High,Strong
P336,E1087,0.7346845744927357,3,AI Research,14.1,Mumbai,"Lee, Berry and Li",Delhi,Closed,nosql database management sql data quality management,False,Expert,High,Good
P336,E704,0.683114857654376,4,AI Research,4.0,Mumbai,"Lee, Berry and Li",Delhi,Closed,nosql database management sql data quality management,False,Mid-Level,High,Good
P336,E330,0.6729410605496466,5,Cloud Engineering,13.3,Delhi,"Lee, Berry and Li",Delhi,Closed,nosql database management sql data quality management,True,Expert,High,Strong
P331,E121,0.6606406908677347,1,Data Science,9.1,Delhi,Williams-Sharp,Chennai,Closed,agile data visualization azure,False,Senior,High,Good
P331,E674,0.625749634610663,2,Data Science,10.2,Mumbai,Williams-Sharp,Chennai,Closed,agile data visualization azure,False,Senior,High,Good
P331,E422,0.5764822538891318,3,DevOps,4.5,Chennai,Williams-Sharp,Chennai,Closed,agile data visualization azure,True,Mid-Level,Medium,Good
P331,E525,0.5689402608606441,4,Software Development,14.4,Pune,Williams-Sharp,Chennai,Closed,agile data visualization azure,False,Expert,Medium,Good
P331,E777,0.5388162043562505,5,AI Research,10.1,Pune,Williams-Sharp,Chennai,Closed,agile data visualization azure,False,Senior,Medium,Good
P382,E288,0.6445595481677855,1,Cybersecurity,13.9,Pune,Reid PLC,Pune,Open,blockchain ci/cd rest apis,True,Expert,High,Strong
P382,E1003,0.6438338878292217,2,Software Development,4.2,Mumbai,Reid PLC,Pune,Open,blockchain ci/cd rest apis,False,Mid-Level,High,Good
P382,E1053,0.608509359699585,3,Data Science,10.1,Pune,Reid PLC,Pune,Open,blockchain ci/cd rest apis,True,Senior,High,Strong
P382,E1049,0.5936595144664552,4,Data Science,3.4,Pune,Reid PLC,Pune,Open,blockchain ci/cd rest apis,True,Mid-Level,Medium,Good
P382,E833,0.5810464767712074,5,Data Science,9.6,Pune,Reid PLC,Pune,Open,blockchain ci/cd rest apis,True,Senior,Medium,Good
P378,E969,0.5908158304799132,1,AI Research,3.0,Mumbai,Torres-Wong,Delhi,Closed,devops practices kubernetes aws,False,Mid-Level,Medium,Good
P378,E724,0.5449645444217746,2,DevOps,8.2,Delhi,Torres-Wong,Delhi,Closed,devops practices kubernetes aws,True,Senior,Medium,Good
P378,E238,0.5167735799708806,3,Data Science,8.7,Delhi,Torres-Wong,Delhi,Closed,devops practices kubernetes aws,True,Senior,Medium,Good
P378,E861,0.5010310857698735,4,Software Development,12.4,Chennai,Torres-Wong,Delhi,Closed,devops practices kubernetes aws,False,Expert,Medium,Good
P378,E261,0.4617662132501268,5,Cloud Engineering,10.5,Delhi,Torres-Wong,Delhi,Closed,devops practices kubernetes aws,True,Senior,Medium,Good
P316,E869,0.621786125672129,1,Software Development,10.8,Chennai,Lutz-King,Delhi,Open,mobile development tensorflow ci/cd,False,Senior,High,Good
P316,E778,0.590071209872911,2,Cloud Engineering,9.5,Mumbai,Lutz-King,Delhi,Open,mobile development tensorflow ci/cd,False,Senior,Medium,Good
P316,E275,0.5556354309939737,3,Data Science,10.7,Mumbai,Lutz-King,Delhi,Open,mobile development tensorflow ci/cd,False,Senior,Medium,Good
P316,E385,0.5269593145316699,4,DevOps,13.2,Delhi,Lutz-King,Delhi,Open,mobile development tensorflow ci/cd,True,Expert,Medium,Good
P316,E938,0.5193751088943882,5,DevOps,4.6,Pune,Lutz-King,Delhi,Open,mobile development tensorflow ci/cd,False,Mid-Level,Medium,Good
P340,E385,0.6381685501022335,1,DevOps,13.2,Delhi,Gray LLC,Delhi,Closed,nosql net ci/cd pipelines,True,Expert,High,Strong
P340,E807,0.6206811843258844,2,DevOps,4.6,Mumbai,Gray LLC,Delhi,Closed,nosql net ci/cd pipelines,False,Mid-Level,High,Good
P340,E928,0.5309733352116237,3,Software Development,6.3,Delhi,Gray LLC,Delhi,Closed,nosql net ci/cd pipelines,True,Mid-Level,Medium,Good
P340,E390,0.5166975958890904,4,Software Development,13.6,Mumbai,Gray LLC,Delhi,Closed,nosql net ci/cd pipelines,False,Expert,Medium,Good
P340,E408,0.500675483654094,5,Software Development,4.7,Mumbai,Gray LLC,Delhi,Closed,nosql net ci/cd pipelines,False,Mid-Level,Medium,Good
P381,E663,0.6095937090060398,1,Software Development,12.1,Pune,Rhodes-Haynes,Chennai,Open,robotic process automation ci/cd incident response,False,Expert,High,Good
P381,E927,0.5939049334539575,2,DevOps,8.6,Pune,Rhodes-Haynes,Chennai,Open,robotic process automation ci/cd incident response,False,Senior,Medium,Good
P381,E213,0.5263336393638478,3,Cybersecurity,5.0,Mumbai,Rhodes-Haynes,Chennai,Open,robotic process automation ci/cd incident response,False,Mid-Level,Medium,Good
P381,E271,0.5232554141763196,4,Cloud Engineering,8.1,Mumbai,Rhodes-Haynes,Chennai,Open,robotic process automation ci/cd incident response,False,Senior,Medium,Good
P381,E294,0.5154423827654351,5,DevOps,9.2,Delhi,Rhodes-Haynes,Chennai,Open,robotic process automation ci/cd incident response,False,Senior,Medium,Good
P399,E174,0.763853879334377,1,Software Development,9.0,Chennai,"Palmer, Davis and Burns",Mumbai,Closed,cybersecurity ci/cd pipelines devops practices,False,Senior,High,Good
P399,E267,0.6524676433063406,2,Cloud Engineering,11.2,Pune,"Palmer, Davis and Burns",Mumbai,Closed,cybersecurity ci/cd pipelines devops practices,False,Senior,High,Good
P399,E549,0.6355564170975906,3,AI Research,9.5,Chennai,"Palmer, Davis and Burns",Mumbai,Closed,cybersecurity ci/cd pipelines devops practices,False,Senior,High,Good
P399,E924,0.6288398202485159,4,Software Development,14.6,Chennai,"Palmer, Davis and Burns",Mumbai,Closed,cybersecurity ci/cd pipelines devops practices,False,Expert,High,Good
P399,E862,0.562130550646174,5,AI Research,14.4,Pune,"Palmer, Davis and Burns",Mumbai,Closed,cybersecurity ci/cd pipelines devops practices,False,Expert,Medium,Good
P337,E413,0.7158684061567507,1,Cybersecurity,14.7,Pune,Carlson-Anderson,Delhi,Closed,microservices sql machine learning,False,Expert,High,Good
P337,E906,0.5867907615986306,2,AI Research,4.3,Delhi,Carlson-Anderson,Delhi,Closed,microservices sql machine learning,True,Mid-Level,Medium,Good
P337,E561,0.573461645852735,3,Data Science,5.0,Delhi,Carlson-Anderson,Delhi,Closed,microservices sql machine learning,True,Mid-Level,Medium,Good
P337,E1050,0.546641388780684,4,AI Research,8.5,Chennai,Carlson-Anderson,Delhi,Closed,microservices sql machine learning,False,Senior,Medium,Good
P337,E610,0.5464209410813028,5,Software Development,6.8,Pune,Carlson-Anderson,Delhi,Closed,microservices sql machine learning,False,Mid-Level,Medium,Good
P354,E871,0.5560539665235457,1,Software Development,10.9,Delhi,"Carpenter, Vaughn and Fox",Pune,Open,cybersecurity sql microservices,False,Senior,Medium,Good
P354,E1050,0.5050038758879053,2,AI Research,8.5,Chennai,"Carpenter, Vaughn and Fox",Pune,Open,cybersecurity sql microservices,False,Senior,Medium,Good
P354,E465,0.4980147540382793,3,AI Research,10.4,Mumbai,"Carpenter, Vaughn and Fox",Pune,Open,cybersecurity sql microservices,False,Senior,Medium,Good
P354,E333,0.4969883429475075,4,DevOps,9.3,Mumbai,"Carpenter, Vaughn and Fox",Pune,Open,cybersecurity sql microservices,False,Senior,Medium,Good
P354,E1057,0.476279309477512,5,AI Research,4.0,Mumbai,"Carpenter, Vaughn and Fox",Pune,Open,cybersecurity sql microservices,False,Mid-Level,Medium,Good
P361,E306,0.6381716197143811,1,Cloud Engineering,9.3,Mumbai,Alexander-Mann,Chennai,Open,ci/cd pipelines quantum computing network security,False,Senior,High,Good
P361,E194,0.6352991187319879,2,Software Development,4.4,Pune,Alexander-Mann,Chennai,Open,ci/cd pipelines quantum computing network security,False,Mid-Level,High,Good
P361,E695,0.5673449436395269,3,AI Research,4.7,Mumbai,Alexander-Mann,Chennai,Open,ci/cd pipelines quantum computing network security,False,Mid-Level,Medium,Good
P361,E158,0.4778728701951988,4,Cloud Engineering,4.1,Delhi,Alexander-Mann,Chennai,Open,ci/cd pipelines quantum computing network security,False,Mid-Level,Medium,Good
P361,E185,0.4213368160415969,5,Cybersecurity,10.9,Chennai,Alexander-Mann,Chennai,Open,ci/cd pipelines quantum computing network security,True,Senior,Medium,Good
P308,E631,0.7663578566591254,1,AI Research,13.8,Chennai,Mathis Group,Chennai,Open,network security sql database management big data,True,Expert,High,Strong
P308,E242,0.7332076074954743,2,Software Development,5.3,Chennai,Mathis Group,Chennai,Open,network security sql database management big data,True,Mid-Level,High,Strong
P308,E298,0.7168536677831592,3,Data Science,13.7,Chennai,Mathis Group,Chennai,Open,network security sql database management big data,True,Expert,High,Strong
P308,E178,0.6536257847687702,4,Software Development,4.8,Pune,Mathis Group,Chennai,Open,network security sql database management big data,False,Mid-Level,High,Good
P308,E510,0.6250715438040778,5,AI Research,4.1,Mumbai,Mathis Group,Chennai,Open,network security sql database management big data,False,Mid-Level,High,Good
P319,E607,0.6467959146755904,1,AI Research,14.7,Pune,Williams Ltd,Mumbai,Open,aws react quantum computing,False,Expert,High,Good
P319,E519,0.6037451636831779,2,Software Development,10.7,Pune,Williams Ltd,Mumbai,Open,aws react quantum computing,False,Senior,High,Good
P319,E291,0.5741941665327183,3,Cloud Engineering,14.0,Chennai,Williams Ltd,Mumbai,Open,aws react quantum computing,False,Expert,Medium,Good
P319,E210,0.5246461184756859,4,AI Research,10.7,Delhi,Williams Ltd,Mumbai,Open,aws react quantum computing,False,Senior,Medium,Good
P319,E781,0.44871572004109483,5,Data Science,13.8,Chennai,Williams Ltd,Mumbai,Open,aws react quantum computing,False,Expert,Medium,Good
P367,E677,0.599627212695885,1,DevOps,13.0,Delhi,Smith-Evans,Mumbai,Closed,serverless architecture terraform aws,False,Expert,Medium,Good
P367,E794,0.4823560393631027,2,Software Development,13.7,Delhi,Smith-Evans,Mumbai,Closed,serverless architecture terraform aws,False,Expert,Medium,Good
P367,E252,0.4572791270469635,3,Cybersecurity,12.1,Chennai,Smith-Evans,Mumbai,Closed,serverless architecture terraform aws,False,Expert,Medium,Good
P367,E838,0.41408069543998405,4,Cybersecurity,3.4,Chennai,Smith-Evans,Mumbai,Closed,serverless architecture terraform aws,False,Mid-Level,Medium,Good
P367,E576,0.40382573974419667,5,Cloud Engineering,8.4,Pune,Smith-Evans,Mumbai,Closed,serverless architecture terraform aws,False,Senior,Medium,Good
P347,E516,0.6998676096912346,1,DevOps,9.1,Chennai,Myers-Reed,Mumbai,Closed,graphql data engineering data lake implementation,False,Senior,High,Good
P347,E423,0.6339293221050472,2,Software Development,10.1,Mumbai,Myers-Reed,Mumbai,Closed,graphql data engineering data lake implementation,True,Senior,High,Strong
P347,E577,0.6131040351524648,3,Data Science,9.2,Mumbai,Myers-Reed,Mumbai,Closed,graphql data engineering data lake implementation,True,Senior,High,Strong
P347,E889,0.6002465135677583,4,DevOps,11.7,Delhi,Myers-Reed,Mumbai,Closed,graphql data engineering data lake implementation,False,Senior,High,Good
P347,E1000,0.5995820978829999,5,Software Development,13.5,Chennai,Myers-Reed,Mumbai,Closed,graphql data engineering data lake implementation,False,Expert,Medium,Good
P312,E481,0.6135354476462692,1,Cloud Engineering,9.3,Chennai,Welch Inc,Delhi,Open,rest apis nosql scrum,False,Senior,High,Good
P312,E386,0.5920467099784453,2,Cybersecurity,5.4,Chennai,Welch Inc,Delhi,Open,rest apis nosql scrum,False,Mid-Level,Medium,Good
P312,E805,0.5876503529906035,3,AI Research,10.4,Pune,Welch Inc,Delhi,Open,rest apis nosql scrum,False,Senior,Medium,Good
P312,E441,0.581909530562729,4,Software Development,4.3,Delhi,Welch Inc,Delhi,Open,rest apis nosql scrum,True,Mid-Level,Medium,Good
P312,E224,0.5785185986972636,5,Software Development,11.0,Delhi,Welch Inc,Delhi,Open,rest apis nosql scrum,True,Senior,Medium,Good
P330,E423,0.7745442624298816,1,Software Development,10.1,Mumbai,Hughes-Church,Pune,Open,data lake implementation cybersecurity graphql api development,False,Senior,High,Good
P330,E1000,0.7573574027968326,2,Software Development,13.5,Chennai,Hughes-Church,Pune,Open,data lake implementation cybersecurity graphql api development,False,Expert,High,Good
P330,E577,0.75728236682383,3,Data Science,9.2,Mumbai,Hughes-Church,Pune,Open,data lake implementation cybersecurity graphql api development,False,Senior,High,Good
P330,E1032,0.7033462916164501,4,AI Research,12.3,Delhi,Hughes-Church,Pune,Open,data lake implementation cybersecurity graphql api development,False,Expert,High,Good
P330,E638,0.6408618093951082,5,Software Development,4.1,Pune,Hughes-Church,Pune,Open,data lake implementation cybersecurity graphql api development,True,Mid-Level,High,Strong
P397,E1083,0.5703808709220611,1,DevOps,3.4,Chennai,Bradford-West,Chennai,Closed,nlp iot cloud security,True,Mid-Level,Medium,Good
P397,E1038,0.569474161111993,2,Cybersecurity,3.2,Mumbai,Bradford-West,Chennai,Closed,nlp iot cloud security,False,Mid-Level,Medium,Good
P397,E143,0.560554073954063,3,Software Development,11.7,Pune,Bradford-West,Chennai,Closed,nlp iot cloud security,False,Senior,Medium,Good
P397,E981,0.5379096787464517,4,Cloud Engineering,6.6,Chennai,Bradford-West,Chennai,Closed,nlp iot cloud security,True,Mid-Level,Medium,Good
P397,E973,0.5258386979750634,5,Cloud Engineering,8.7,Pune,Bradford-West,Chennai,Closed,nlp iot cloud security,False,Senior,Medium,Good
P315,E178,0.5695491991696133,1,Software Development,4.8,Pune,Riggs PLC,Pune,Open,java sql database management jenkins,True,Mid-Level,Medium,Good
P315,E260,0.5633880732044922,2,DevOps,12.6,Pune,Riggs PLC,Pune,Open,java sql database management jenkins,True,Expert,Medium,Good
P315,E678,0.5447002226719919,3,DevOps,6.7,Mumbai,Riggs PLC,Pune,Open,java sql database management jenkins,False,Mid-Level,Medium,Good
P315,E693,0.5422150268446704,4,DevOps,4.6,Delhi,Riggs PLC,Pune,Open,java sql database management jenkins,False,Mid-Level,Medium,Good
P315,E239,0.5403970139034721,5,AI Research,10.4,Pune,Riggs PLC,Pune,Open,java sql database management jenkins,True,Senior,Medium,Good
P304,E1020,0.569505209517866,1,Cloud Engineering,9.0,Chennai,Rodriguez-Dominguez,Chennai,Closed,edge computing jenkins iot,True,Senior,Medium,Good
P304,E264,0.5260223615042384,2,Software Development,11.7,Mumbai,Rodriguez-Dominguez,Chennai,Closed,edge computing jenkins iot,False,Senior,Medium,Good
P304,E118,0.46370491851870904,3,AI Research,11.6,Chennai,Rodriguez-Dominguez,Chennai,Closed,edge computing jenkins iot,True,Senior,Medium,Good
