Project_ID,Employee_ID,Similarity_Score,Rank,Department,Years_Experience,Location_Employee,Client_Name,Location_Project,Status,Required_Skills,Location_Match,Experience_Level,Similarity_Category,Recommendation_Strength
P394,E121,0.23079819512465743,5,Data Science,9.1,Delhi,Morris-Willis,Chennai,Open,"Jenkins, Data Engineering, Mobile Development",False,Senior,Low,Fair
P356,E272,0.2002572609040181,1,DevOps,11.6,Pune,Barnett-Myers,Mumbai,Open,"SQL Database Management, CI/CD, Healthcare Analytics",False,Senior,Low,Fair
P356,E347,0.15516863250186833,2,Cybersecurity,8.2,Mumbai,Barnett-Myers,Mumbai,Open,"SQL Database Management, CI/CD, Healthcare Analytics",True,Senior,Low,Fair
P356,E476,0.14999170319306862,3,DevOps,13.7,Chennai,Barnett-Myers,Mumbai,Open,"SQL Database Management, CI/CD, Healthcare Analytics",False,Expert,Low,Fair
P356,E462,0.14138775272119444,4,AI Research,3.9,Mumbai,Barnett-Myers,Mumbai,Open,"SQL Database Management, CI/CD, Healthcare Analytics",True,Mid-Level,Low,Fair
P356,E267,0.13642617275794233,5,Cloud Engineering,11.2,Pune,Barnett-Myers,Mumbai,Open,"SQL Database Management, CI/CD, Healthcare Analytics",False,Senior,Low,Fair
P302,E123,0.3178405978942249,1,AI Research,13.1,Delhi,"Cunningham, Anderson and Fernandez",Pune,Open,"Cloud Security, Container Orchestration, Python",False,Expert,Medium,Fair
P302,E634,0.22903415042486375,2,Cybersecurity,6.4,Pune,"Cunningham, Anderson and Fernandez",Pune,Open,"Cloud Security, Container Orchestration, Python",True,Mid-Level,Low,Fair
P302,E301,0.2227326313978438,3,Cloud Engineering,4.3,Delhi,"Cunningham, Anderson and Fernandez",Pune,Open,"Cloud Security, Container Orchestration, Python",False,Mid-Level,Low,Fair
P302,E696,0.22083157901390815,4,Full Stack Dev,6.7,Pune,"Cunningham, Anderson and Fernandez",Pune,Open,"Cloud Security, Container Orchestration, Python",True,Mid-Level,Low,Fair
P302,E928,0.2193800945644004,5,Full Stack Dev,6.3,Delhi,"Cunningham, Anderson and Fernandez",Pune,Open,"Cloud Security, Container Orchestration, Python",False,Mid-Level,Low,Fair
P362,E611,0.3202854037378433,1,Cloud Engineering,12.6,Delhi,White-Le,Mumbai,Open,"Cybersecurity, Data Privacy Compliance, Serverless Architecture",False,Expert,Medium,Fair
P362,E871,0.23439480340222568,2,Full Stack Dev,10.9,Delhi,White-Le,Mumbai,Open,"Cybersecurity, Data Privacy Compliance, Serverless Architecture",False,Senior,Low,Fair
P362,E465,0.22513232544144154,3,AI Research,10.4,Mumbai,White-Le,Mumbai,Open,"Cybersecurity, Data Privacy Compliance, Serverless Architecture",True,Senior,Low,Fair
P362,E551,0.22116623955848846,4,Data Science,13.1,Delhi,White-Le,Mumbai,Open,"Cybersecurity, Data Privacy Compliance, Serverless Architecture",False,Expert,Low,Fair
P362,E803,0.22045530819291875,5,AI Research,14.9,Pune,White-Le,Mumbai,Open,"Cybersecurity, Data Privacy Compliance, Serverless Architecture",False,Expert,Low,Fair
P352,E251,0.199810276737532,1,DevOps,9.8,Pune,Davis-Powell,Mumbai,Closed,"Microservices Architecture, Penetration Testing, Container Orchestration",False,Senior,Low,Fair
P352,E215,0.18430156175562817,2,AI Research,13.7,Pune,Davis-Powell,Mumbai,Closed,"Microservices Architecture, Penetration Testing, Container Orchestration",False,Expert,Low,Fair
P352,E135,0.18084087578729183,3,AI Research,12.0,Delhi,Davis-Powell,Mumbai,Closed,"Microservices Architecture, Penetration Testing, Container Orchestration",False,Expert,Low,Fair
P352,E310,0.15658276959401657,4,Data Science,8.5,Mumbai,Davis-Powell,Mumbai,Closed,"Microservices Architecture, Penetration Testing, Container Orchestration",True,Senior,Low,Fair
P352,E632,0.1468814481653481,5,Cybersecurity,3.3,Delhi,Davis-Powell,Mumbai,Closed,"Microservices Architecture, Penetration Testing, Container Orchestration",False,Mid-Level,Low,Fair
P314,E390,0.34699121157432505,1,Full Stack Dev,13.6,Mumbai,Robbins PLC,Delhi,Closed,"Microservices, CI/CD, Scrum Methodology",False,Expert,Medium,Fair
P314,E923,0.33916036455025234,2,DevOps,9.5,Pune,Robbins PLC,Delhi,Closed,"Microservices, CI/CD, Scrum Methodology",False,Senior,Medium,Fair
P314,E530,0.2985432299172508,3,Cybersecurity,7.2,Chennai,Robbins PLC,Delhi,Closed,"Microservices, CI/CD, Scrum Methodology",False,Senior,Low,Fair
P314,E399,0.297931969924637,4,Full Stack Dev,13.7,Delhi,Robbins PLC,Delhi,Closed,"Microservices, CI/CD, Scrum Methodology",True,Expert,Low,Fair
P314,E688,0.2894086787534046,5,Full Stack Dev,12.4,Delhi,Robbins PLC,Delhi,Closed,"Microservices, CI/CD, Scrum Methodology",True,Expert,Low,Fair
P323,E816,0.4785067926552942,1,AI Research,9.0,Pune,Fuentes-Potter,Delhi,Closed,"Docker, Python, CI/CD",False,Senior,Medium,Good
P323,E207,0.3930765725354506,2,Full Stack Dev,7.5,Chennai,Fuentes-Potter,Delhi,Closed,"Docker, Python, CI/CD",False,Senior,Medium,Fair
P323,E301,0.38655719978200775,3,Cloud Engineering,4.3,Delhi,Fuentes-Potter,Delhi,Closed,"Docker, Python, CI/CD",True,Mid-Level,Medium,Fair
P323,E928,0.373368663629132,4,Full Stack Dev,6.3,Delhi,Fuentes-Potter,Delhi,Closed,"Docker, Python, CI/CD",True,Mid-Level,Medium,Fair
P323,E219,0.3716665564575952,5,Data Science,6.9,Chennai,Fuentes-Potter,Delhi,Closed,"Docker, Python, CI/CD",False,Mid-Level,Medium,Fair
P368,E134,0.5317778456641886,1,Full Stack Dev,8.8,Pune,Herrera LLC,Mumbai,Open,"Node.js, Quantum Computing, Kubernetes",False,Senior,Medium,Good
P368,E391,0.38119355531452687,2,Full Stack Dev,11.7,Mumbai,Herrera LLC,Mumbai,Open,"Node.js, Quantum Computing, Kubernetes",True,Senior,Medium,Fair
P368,E947,0.37532610172790026,3,DevOps,3.2,Delhi,Herrera LLC,Mumbai,Open,"Node.js, Quantum Computing, Kubernetes",False,Mid-Level,Medium,Fair
P368,E700,0.3683108118528262,4,Cybersecurity,11.9,Chennai,Herrera LLC,Mumbai,Open,"Node.js, Quantum Computing, Kubernetes",False,Senior,Medium,Fair
P368,E110,0.3375045510746443,5,DevOps,11.5,Chennai,Herrera LLC,Mumbai,Open,"Node.js, Quantum Computing, Kubernetes",False,Senior,Medium,Fair
P383,E1018,0.30031035833525377,1,Full Stack Dev,10.9,Delhi,Davis PLC,Pune,Open,"Java, Blockchain, Jenkins",False,Senior,Medium,Fair
P383,E288,0.29942673113083995,2,Cybersecurity,13.9,Pune,Davis PLC,Pune,Open,"Java, Blockchain, Jenkins",True,Expert,Low,Fair
P383,E305,0.2906812742427087,3,Cybersecurity,3.3,Chennai,Davis PLC,Pune,Open,"Java, Blockchain, Jenkins",False,Mid-Level,Low,Fair
P383,E264,0.2570689643073416,4,Full Stack Dev,11.7,Mumbai,Davis PLC,Pune,Open,"Java, Blockchain, Jenkins",False,Senior,Low,Fair
P383,E962,0.25650893517819495,5,Cybersecurity,5.8,Chennai,Davis PLC,Pune,Open,"Java, Blockchain, Jenkins",False,Mid-Level,Low,Fair
P380,E124,0.5121885287744605,1,Full Stack Dev,10.9,Delhi,"Parker, Arias and Payne",Pune,Open,"Node.js, Cloud Security, IoT",False,Senior,Medium,Good
P380,E477,0.4403994468461542,2,AI Research,4.3,Chennai,"Parker, Arias and Payne",Pune,Open,"Node.js, Cloud Security, IoT",False,Mid-Level,Medium,Good
P380,E947,0.3775173738665675,3,DevOps,3.2,Delhi,"Parker, Arias and Payne",Pune,Open,"Node.js, Cloud Security, IoT",False,Mid-Level,Medium,Fair
P380,E700,0.37041335615291326,4,Cybersecurity,11.9,Chennai,"Parker, Arias and Payne",Pune,Open,"Node.js, Cloud Security, IoT",False,Senior,Medium,Fair
P380,E641,0.3359233074240766,5,Cloud Engineering,4.1,Mumbai,"Parker, Arias and Payne",Pune,Open,"Node.js, Cloud Security, IoT",False,Mid-Level,Medium,Fair
P364,E507,0.29293881438144764,1,AI Research,14.8,Pune,Carpenter and Sons,Mumbai,Closed,"Quantum Computing, Robotic Process Automation, Blockchain",False,Expert,Low,Fair
P364,E305,0.24059260128153995,2,Cybersecurity,3.3,Chennai,Carpenter and Sons,Mumbai,Closed,"Quantum Computing, Robotic Process Automation, Blockchain",False,Mid-Level,Low,Fair
P364,E420,0.2280328122348444,3,Cybersecurity,11.9,Mumbai,Carpenter and Sons,Mumbai,Closed,"Quantum Computing, Robotic Process Automation, Blockchain",True,Senior,Low,Fair
P364,E962,0.22631390260900244,4,Cybersecurity,5.8,Chennai,Carpenter and Sons,Mumbai,Closed,"Quantum Computing, Robotic Process Automation, Blockchain",False,Mid-Level,Low,Fair
P364,E634,0.22607852391950575,5,Cybersecurity,6.4,Pune,Carpenter and Sons,Mumbai,Closed,"Quantum Computing, Robotic Process Automation, Blockchain",False,Mid-Level,Low,Fair
P366,E777,0.32491307836011984,1,AI Research,10.1,Pune,Jones Group,Pune,Closed,".Net, Big Data, Data Governance",True,Senior,Medium,Fair
P366,E190,0.3123949109616807,2,Cloud Engineering,10.8,Delhi,Jones Group,Pune,Closed,".Net, Big Data, Data Governance",False,Senior,Medium,Fair
P366,E133,0.3033094020303717,3,DevOps,9.5,Delhi,Jones Group,Pune,Closed,".Net, Big Data, Data Governance",False,Senior,Medium,Fair
P366,E715,0.23964258580530798,4,AI Research,13.9,Mumbai,Jones Group,Pune,Closed,".Net, Big Data, Data Governance",False,Expert,Low,Fair
P366,E161,0.23132897330482405,5,Cloud Engineering,8.5,Mumbai,Jones Group,Pune,Closed,".Net, Big Data, Data Governance",False,Senior,Low,Fair
P397,E200,0.4798628641313337,1,Data Science,6.3,Mumbai,Bradford-West,Chennai,Closed,"NLP, IoT, Cloud Security",False,Mid-Level,Medium,Good
P397,E768,0.46834238010063606,2,AI Research,5.2,Mumbai,Bradford-West,Chennai,Closed,"NLP, IoT, Cloud Security",False,Mid-Level,Medium,Good
P397,E1038,0.34787228879126536,3,Cybersecurity,3.2,Mumbai,Bradford-West,Chennai,Closed,"NLP, IoT, Cloud Security",False,Mid-Level,Medium,Fair
P397,E1083,0.32801297458970846,4,DevOps,3.4,Chennai,Bradford-West,Chennai,Closed,"NLP, IoT, Cloud Security",True,Mid-Level,Medium,Fair
P397,E143,0.3185900893686733,5,Full Stack Dev,11.7,Pune,Bradford-West,Chennai,Closed,"NLP, IoT, Cloud Security",False,Senior,Medium,Fair
P335,E123,0.3671115373999046,1,AI Research,13.1,Delhi,Kim Ltd,Chennai,Open,"CI/CD, Python, Cloud Security",False,Expert,Medium,Fair
P335,E301,0.3646094159271964,2,Cloud Engineering,4.3,Delhi,Kim Ltd,Chennai,Open,"CI/CD, Python, Cloud Security",False,Mid-Level,Medium,Fair
P335,E928,0.3531730774711233,3,Full Stack Dev,6.3,Delhi,Kim Ltd,Chennai,Open,"CI/CD, Python, Cloud Security",False,Mid-Level,Medium,Fair
P335,E219,0.35169710822961203,4,Data Science,6.9,Chennai,Kim Ltd,Chennai,Open,"CI/CD, Python, Cloud Security",True,Mid-Level,Medium,Fair
P335,E634,0.27350595335055555,5,Cybersecurity,6.4,Pune,Kim Ltd,Chennai,Open,"CI/CD, Python, Cloud Security",False,Mid-Level,Low,Fair
P361,E194,0.2032211725636911,1,Full Stack Dev,4.4,Pune,Alexander-Mann,Chennai,Open,"CI/CD Pipelines, Quantum Computing, Network Security",False,Mid-Level,Low,Fair
P361,E306,0.1882969860510277,2,Cloud Engineering,9.3,Mumbai,Alexander-Mann,Chennai,Open,"CI/CD Pipelines, Quantum Computing, Network Security",False,Senior,Low,Fair
P361,E408,0.1832224685857886,3,Full Stack Dev,4.7,Mumbai,Alexander-Mann,Chennai,Open,"CI/CD Pipelines, Quantum Computing, Network Security",False,Mid-Level,Low,Fair
P361,E301,0.14594330941289707,4,Cloud Engineering,4.3,Delhi,Alexander-Mann,Chennai,Open,"CI/CD Pipelines, Quantum Computing, Network Security",False,Mid-Level,Low,Fair
P361,E207,0.145145277096751,5,Full Stack Dev,7.5,Chennai,Alexander-Mann,Chennai,Open,"CI/CD Pipelines, Quantum Computing, Network Security",True,Senior,Low,Fair
P393,E371,0.45236116408141186,1,Full Stack Dev,3.5,Pune,Sanchez PLC,Mumbai,Open,"Real-time Data Processing, NLP, Terraform",False,Mid-Level,Medium,Good
P393,E966,0.37743582065658743,2,DevOps,14.8,Delhi,Sanchez PLC,Mumbai,Open,"Real-time Data Processing, NLP, Terraform",False,Expert,Medium,Fair
P393,E1012,0.3676414979524437,3,Full Stack Dev,9.6,Delhi,Sanchez PLC,Mumbai,Open,"Real-time Data Processing, NLP, Terraform",False,Senior,Medium,Fair
P393,E1039,0.3402828705472854,4,Cybersecurity,9.5,Mumbai,Sanchez PLC,Mumbai,Open,"Real-time Data Processing, NLP, Terraform",True,Senior,Medium,Fair
P393,E871,0.2334220305441481,5,Full Stack Dev,10.9,Delhi,Sanchez PLC,Mumbai,Open,"Real-time Data Processing, NLP, Terraform",False,Senior,Low,Fair
P351,E962,0.5523560093440244,1,Cybersecurity,5.8,Chennai,"Peterson, Green and Greene",Pune,Closed,"CI/CD, Blockchain, Scrum",False,Mid-Level,Medium,Good
P351,E934,0.38076808058915157,2,Cloud Engineering,8.1,Chennai,"Peterson, Green and Greene",Pune,Closed,"CI/CD, Blockchain, Scrum",False,Senior,Medium,Fair
P351,E1077,0.3501404429420095,3,Cloud Engineering,7.7,Delhi,"Peterson, Green and Greene",Pune,Closed,"CI/CD, Blockchain, Scrum",False,Senior,Medium,Fair
P351,E975,0.34846364193290225,4,Cloud Engineering,3.5,Mumbai,"Peterson, Green and Greene",Pune,Closed,"CI/CD, Blockchain, Scrum",False,Mid-Level,Medium,Fair
P351,E636,0.34732087076978646,5,Cloud Engineering,4.0,Mumbai,"Peterson, Green and Greene",Pune,Closed,"CI/CD, Blockchain, Scrum",False,Mid-Level,Medium,Fair
P398,E118,0.42997092162712797,1,AI Research,11.6,Chennai,"Howell, Herrera and Torres",Mumbai,Open,"DevOps Practices, IoT, Jenkins",False,Senior,Medium,Good
P398,E549,0.31670491430601805,2,AI Research,9.5,Chennai,"Howell, Herrera and Torres",Mumbai,Open,"DevOps Practices, IoT, Jenkins",False,Senior,Medium,Fair
P398,E421,0.3158442429560346,3,AI Research,10.1,Pune,"Howell, Herrera and Torres",Mumbai,Open,"DevOps Practices, IoT, Jenkins",False,Senior,Medium,Fair
P398,E189,0.30275214110107995,4,DevOps,4.1,Pune,"Howell, Herrera and Torres",Mumbai,Open,"DevOps Practices, IoT, Jenkins",False,Mid-Level,Medium,Fair
P398,E264,0.29473573029971745,5,Full Stack Dev,11.7,Mumbai,"Howell, Herrera and Torres",Mumbai,Open,"DevOps Practices, IoT, Jenkins",True,Senior,Low,Fair
P400,E408,0.24151014421009517,1,Full Stack Dev,4.7,Mumbai,"Reed, Shannon and Chen",Pune,Open,"API Development, CI/CD Pipelines, CI/CD",False,Mid-Level,Low,Fair
P400,E692,0.19687162243291847,2,AI Research,13.3,Mumbai,"Reed, Shannon and Chen",Pune,Open,"API Development, CI/CD Pipelines, CI/CD",False,Expert,Low,Fair
P400,E301,0.1923715468679215,3,Cloud Engineering,4.3,Delhi,"Reed, Shannon and Chen",Pune,Open,"API Development, CI/CD Pipelines, CI/CD",False,Mid-Level,Low,Fair
P400,E207,0.19131964040009375,4,Full Stack Dev,7.5,Chennai,"Reed, Shannon and Chen",Pune,Open,"API Development, CI/CD Pipelines, CI/CD",False,Senior,Low,Fair
P400,E390,0.1817833619295125,5,Full Stack Dev,13.6,Mumbai,"Reed, Shannon and Chen",Pune,Open,"API Development, CI/CD Pipelines, CI/CD",False,Expert,Low,Fair
P329,E857,0.3382729264288621,1,Data Science,10.2,Pune,"Bowman, Sanchez and Lowe",Pune,Open,".Net, Scrum Methodology, Serverless Architecture",True,Senior,Medium,Fair
P329,E559,0.3276969501622855,2,Data Science,9.7,Pune,"Bowman, Sanchez and Lowe",Pune,Open,".Net, Scrum Methodology, Serverless Architecture",True,Senior,Medium,Fair
P329,E133,0.30028061279462664,3,DevOps,9.5,Delhi,"Bowman, Sanchez and Lowe",Pune,Open,".Net, Scrum Methodology, Serverless Architecture",False,Senior,Medium,Fair
